2.66345   8.14937   1.0399   5.90214   0.030053   2.52334   39.3584   4.09065   5.29308   219.53   9.51321   4.5265   2.38445   
2.26285   8.54556   0.999258   5.89974   0.0309299   2.33472   43.5233   4.21995   6.96481   222.326   9.58338   4.63238   2.37234   
5.73625   3.31083   1.26292   2.85737   0.0290859   2.58214   49.622   4.20098   4.51009   217.011   5.02139   1.30053   1.55648   
5.00175   2.98781   0.22452   2.86977   0.0501079   1.78667   40.4757   3.01777   6.35058   178.407   7.03813   2.55849   0.88482   
7.81431   6.50688   0.67881   0.911717   0.200409   2.63264   38.8496   3.00751   5.03731   203.899   0.865269   6.48259   1.49508   
7.39308   6.50229   0.587881   1.07847   0.200925   2.56308   38.5603   2.91206   3.49006   213.818   0.938423   6.60318   1.48127   
1.71269   2.37795   0.384807   5.22596   0.0284281   4.99779   41.1241   4.24066   5.45059   240.195   5.40931   3.4655   0.420298   
7.70138   6.20752   0.811673   1.01163   0.199228   2.74517   39.9066   2.94975   5.09575   210.246   1.07591   6.50407   1.48815   
9.0461   2.99038   0.189395   7.0667   0.0504117   1.76011   41.1425   2.9865   0.477185   192.821   4.05517   2.47877   1.89178   
9.00899   2.88902   0.196338   6.93517   0.0502539   2.38041   39.6678   2.87006   0.757604   196.518   4.12278   2.4196   1.90605   
1.48976   2.36855   0.330905   5.26108   0.0304966   4.81035   40.8745   4.23758   6.5972   243.267   5.59734   3.51693   0.235125   
1.168   2.40323   0.160249   5.19372   0.0296195   5.00728   40.3794   4.28159   6.25971   230.728   5.37281   3.56998   0.203497   
4.67205   3.00763   0.187595   2.96764   0.0474435   1.93985   41.6412   2.99742   4.63535   191.23   6.99749   2.57449   0.89053   
7.67653   6.44517   0.681316   1.11618   0.197505   2.92353   40.9103   3.06447   2.75407   207.548   1.04424   6.5195   1.51422   
2.3572   8.42063   1.13465   5.75198   0.0307991   2.98697   42.4961   3.94448   4.53772   235.8   9.59015   4.451   2.77321   
2.9333   8.46589   1.09422   6.04906   0.030587   3.16119   42.6468   4.11948   4.9837   227.553   9.38654   4.2985   2.78729   
1.3413   2.39459   0.311437   5.10141   0.0298516   4.7744   40.9698   4.05076   6.00199   246.949   5.38413   3.58027   0.176433   
2.1952   8.41608   1.03613   5.87871   0.0327563   2.70881   41.5495   4.22507   7.75308   244.805   9.58657   4.6558   2.79632   
9.05191   3.0798   0.304225   7.31933   0.0484909   1.66113   41.4687   2.9668   0.933248   209.247   3.94021   2.30968   1.88478   
5.07551   3.12232   0.278112   2.98853   0.0485429   1.71688   39.7568   3.06988   5.65184   176.168   6.80563   2.39396   0.880388   
4.68303   3.43063   2.30368   5.1719   1.06941   3.01661   47.1929   4.16776   5.87451   256.645   11.9634   3.5794   1.9466   
7.04214   3.51284   0.757898   3.16723   0.500987   2.93392   65.1021   1.24061   6.39397   237.175   7.38858   8.47269   3.83799   
4.95931   3.07507   0.162314   3.05316   0.0484733   1.9076   38.302   3.10026   5.27675   197.819   6.91363   2.38736   0.917834   
8.68215   2.85013   0.114914   6.9508   0.0489188   1.72406   41.4672   2.79528   3.47561   201.484   4.06423   2.56153   1.897   
5.86608   3.42467   1.18442   3.06215   0.028515   2.52818   45.3431   3.92869   4.63528   228.747   5.0318   1.31584   1.80812   
7.72458   6.40455   0.951115   0.956674   0.20109   2.51042   41.6863   3.10558   5.01985   196.368   0.972606   6.38646   1.48923   
5.20913   3.36887   1.27246   2.87587   0.0297455   2.77696   45.4242   4.16544   4.51607   222.284   5.27538   1.23469   1.95814   
8.89373   2.96101   0.22824   6.96296   0.0515097   2.16141   40.1864   3.03167   2.14147   205.136   3.8906   2.4519   1.90175   
7.16918   6.3912   1.03043   1.09365   0.201252   2.51709   41.0336   2.98475   4.30896   198.158   0.905436   6.70043   1.51023   
9.1104   2.9754   0.212572   7.0391   0.0495358   2.21955   40.8467   3.10453   1.43297   199.971   3.84593   2.47691   1.87726   
1.27042   2.38231   0.332462   5.28646   0.0336538   4.89157   42.4867   4.37085   7.41952   239.11   5.43616   3.54377   0.441159   
