5.9002   3.4687   0.367302   2.89346   0.0498467   3.12887   40.7925   4.2682   5.79621   244.039   4.55125   2.47976   0.653678   
5.08954   2.97689   0.122972   2.92747   0.0522111   2.35444   39.7315   2.98636   6.02837   203.571   4.05346   2.47392   0.886189   
4.29634   2.40438   0.106681   3.32962   0.027707   4.886   41.2207   4.05938   6.37204   229.26   4.62887   2.41344   0.983613   
5.00867   3.18449   0.177643   2.98882   0.0497904   2.03326   40.3912   2.99678   4.61806   206.949   4.04959   2.46718   0.897611   
5.45221   3.48671   0.294279   3.01875   0.050669   2.70121   41.0349   4.07108   6.80762   236.44   4.361   2.38989   0.862168   
5.41695   3.60402   0.00220563   3.11934   0.0480957   2.65525   38.6611   3.00695   3.7982   202.151   4.09299   2.60803   0.906817   
5.59212   3.25553   0.122071   3.19071   0.0514795   3.12194   42.5854   4.04906   5.47659   237.762   4.55493   2.45597   0.589077   
5.08478   3.02947   0.23091   2.7011   0.0512233   2.17285   38.722   2.97182   3.40759   209.012   4.28637   2.68718   0.906648   
5.13155   3.03514   0.215617   2.77549   0.0488748   2.00511   41.7984   3.14262   3.99857   183.358   3.93787   2.48586   0.903016   
4.27987   3.51312   0.292862   3.33488   0.0697443   3.02996   47.6857   3.97282   3.96685   239.958   4.93196   3.45957   1.49484   
4.49506   2.30543   0.0194033   3.42632   0.0332472   4.78886   40.0251   4.05827   6.51916   240.115   4.52921   2.64102   1.02249   
5.35002   3.34985   0.103633   2.82479   0.0312355   2.40159   55.8293   4.02984   5.64906   220.227   5.07645   2.40652   1.84238   
4.575   2.33923   -0.150633   3.43911   0.0284791   4.49967   41.6965   4.00403   6.40339   207.351   4.31356   2.5474   0.508393   
5.55249   3.4563   0.235713   2.96537   0.050574   2.88092   39.2059   2.95317   5.66865   208.315   4.02462   2.4153   0.893834   
5.55788   3.31472   0.174476   2.99012   0.0486369   2.52302   40.6671   2.9511   4.94336   194.489   4.18476   2.64652   0.893562   
5.19803   3.36153   0.154711   3.22273   0.0487562   2.76755   41.2893   3.97453   6.82284   225.945   4.52388   2.45608   0.842348   
5.47134   3.29205   0.0920307   2.75531   0.030644   2.62013   45.7784   4.05862   5.37967   215.213   5.11995   2.34253   1.35083   
4.97097   2.7087   0.239757   2.96934   0.0493495   2.00911   40.1793   2.96798   5.90092   187.937   4.00668   2.69928   0.89823   
4.95533   2.87059   0.106546   3.03771   0.0492373   2.07063   40.6367   2.85048   4.37976   196.915   3.77498   2.6543   0.896899   
5.08799   3.03162   0.190945   3.03828   0.0508732   2.36684   40.933   2.98259   6.35239   214.711   4.13494   2.51688   0.897579   
5.41864   3.26425   0.191789   3.09946   0.0493232   2.7707   41.1276   3.94182   5.61611   235.347   4.39078   2.33719   0.887296   
4.98839   3.17479   0.247794   3.10138   0.050632   1.52309   40.7893   3.10033   4.72137   192.674   4.03661   2.69088   0.918069   
5.51469   3.31058   0.310307   2.77018   0.0315308   2.99325   49.9764   4.01144   5.07302   229.746   5.10529   2.24404   1.66972   
5.54032   3.57796   0.172355   2.91082   0.0497129   2.5363   39.2206   3.06006   5.37833   199.81   4.06939   2.48501   0.895123   
5.91529   2.43513   0.298188   3.07246   0.0319015   2.91447   41.734   4.02931   5.67048   207.97   4.43458   2.43393   0.34777   
5.6523   3.35198   0.298942   2.92592   0.0302658   2.47208   46.4323   4.08901   6.47004   222.23   5.03294   2.40445   1.65993   
5.09181   3.46058   0.231618   3.1342   0.049522   2.80215   40.5598   4.23799   5.6899   235.159   4.53229   2.46874   0.397613   
5.0298   3.14256   0.241108   2.93036   0.0501329   2.2087   40.2404   2.85361   5.9775   208.074   3.88422   2.41662   0.910493   
4.88409   3.40409   0.357953   3.40078   0.0709224   2.45632   47.4143   4.03276   4.78139   229.857   4.98873   3.58817   1.6146   
5.56976   3.59006   0.0225426   3.13615   0.0479375   3.05648   40.312   4.00845   6.6463   219.471   4.52822   2.2788   0.510452   
5.40807   3.37745   0.151217   3.13405   0.0492242   2.88571   42.8393   4.1107   3.86376   242.487   4.65376   2.36204   0.878453   
4.7705   2.33099   0.00303074   2.99077   0.0272974   4.37108   40.0552   4.01886   6.40276   223.542   4.40153   2.54475   0.640973   
4.817   3.06519   0.20454   2.97857   0.0498759   2.24747   40.9034   3.14862   5.2378   187.676   3.90557   2.48758   0.891397   
5.42342   3.35158   0.187088   3.09671   0.0511207   2.79376   39.7132   3.05367   5.34985   194.918   3.99453   2.54479   0.900686   
5.96736   3.29928   0.300118   3.02313   0.0490953   2.8243   41.7711   4.02418   6.35297   244.847   4.51614   2.44672   0.621788   
5.26692   3.26714   0.0903115   3.01907   0.049475   2.7312   39.4569   3.01797   4.49532   222.885   4.05031   2.61894   0.898581   
5.06271   2.94672   0.202005   2.92173   0.0492926   2.08881   39.7331   3.18949   5.37069   220.659   3.77079   2.54852   0.897199   
5.41332   3.33534   0.193057   3.00666   0.0485135   3.29845   41.2403   4.15692   4.53686   238.406   4.36833   2.60813   0.639203   
4.38365   2.46371   0.22018   3.34361   0.0266146   4.85882   42.0035   4.15263   6.47633   223.457   4.34384   2.46199   0.292238   
5.58547   3.26285   0.0259883   3.12233   0.050375   3.24078   40.6758   4.05443   6.34678   234.9   4.61559   2.49458   0.769425   
5.93414   3.49077   0.373377   2.99077   0.0497455   2.70041   43.1187   4.03608   5.66778   222.021   4.40567   2.59272   0.639302   
3.96457   3.4223   0.146152   3.36782   0.0693132   2.60395   47.8597   3.93844   6.8399   222.677   5.02842   3.47968   1.60862   
4.21617   3.40846   0.0987709   3.23095   0.0711218   3.01756   48.5681   4.03711   6.39134   256.576   5.05284   3.54229   2.08616   
4.26114   2.40088   0.0863511   3.36861   0.0271894   4.73033   40.4274   4.01332   5.92286   221.063   4.2959   2.51826   0.775873   
5.89408   2.44824   0.118769   2.98836   0.029448   2.69062   40.1792   4.22666   5.64613   216.775   4.52147   2.68521   0.810452   
5.50539   3.44132   0.171747   2.98049   0.0508477   2.55577   39.3109   2.91212   7.07117   191.551   4.08784   2.49054   0.8985   
4.92546   2.5653   0.0599279   3.14551   0.0332223   4.88116   43.0964   4.16701   5.22101   228.87   4.44999   2.5138   0.62587   
5.02694   3.47816   0.241266   2.97503   0.0502926   3.25196   43.7877   4.2679   6.39756   216.277   4.47615   2.51876   0.36911   
