3.65638   1.62526   2.291   5.35967   1.06732   2.86673   47.9436   4.17616   180.939   3.5453   1.94219   
3.60863   2.35243   0.880133   5.98546   0.0310858   2.83787   41.5331   4.11255   171.762   4.505   2.81637   
6.38161   2.08846   1.22167   2.77419   0.0322611   2.301   46.7149   4.15993   160.503   1.2893   1.47809   
3.1404   2.18666   0.853424   1.1148   0.200121   2.73821   40.376   2.86566   143.182   6.75011   1.50123   
4.02849   1.51106   0.18042   5.58368   0.0249623   5.05512   42.9976   4.00919   158.393   3.6009   0.140132   
11.1369   0.98596   0.296519   2.96531   0.0489368   2.1163   38.5319   3.01745   144.375   2.26721   0.894781   
3.49573   1.55568   2.28998   5.37366   1.06983   3.00039   48.5726   4.1238   164.379   3.61812   2.1146   
5.38756   2.29924   0.929613   3.11502   0.501733   3.07895   63.7563   1.08581   163.153   8.51602   3.77801   
3.45985   1.36746   2.17092   5.38815   1.06652   3.1052   47.1664   3.93406   163.901   3.51118   2.02592   
6.73256   1.82498   1.2661   2.91787   0.030087   2.61043   47.1509   4.13288   167.413   1.40413   1.72942   
2.83614   2.29088   0.640112   0.987592   0.201449   2.56092   38.5664   3.13003   143.433   6.58756   1.49354   
10.7361   1.13685   0.205991   3.19719   0.0503834   1.7362   39.2686   2.68525   139.076   2.5654   0.878385   
3.51369   0.980853   0.124066   7.23678   0.0492319   2.29356   41.5294   3.10138   145.297   2.63083   1.90702   
5.53546   1.83692   0.727823   2.90085   0.499769   2.90742   65.7987   0.965537   167.501   8.57847   3.90183   
3.60217   0.846983   0.248748   7.05694   0.0490686   2.22603   37.5557   3.07404   149.503   2.28903   1.90402   
10.8582   0.904859   0.195594   3.22033   0.0479253   2.21189   40.4575   3.10724   141.267   2.44897   0.891425   
11.3037   1.04051   0.275588   2.96846   0.0496122   2.40561   39.827   2.982   141.511   2.70762   0.891655   
3.51022   1.62785   2.24194   5.32531   1.06936   3.07875   46.2551   3.97897   176.166   3.39936   1.96193   
3.51775   1.38199   2.16903   5.2618   1.07031   2.94688   46.8515   3.96056   171.047   3.69053   1.53029   
4.0992   1.47271   0.331937   5.0678   0.0315118   4.65072   43.1754   4.28417   165.689   3.56885   0.312908   
3.66085   1.44178   2.1295   5.2153   1.07198   2.79909   47.4348   3.96768   170.78   3.64078   1.95647   
3.37431   2.0073   0.940296   6.16959   0.0331767   2.80467   42.9895   4.14073   163.887   4.55059   2.40314   
4.28551   0.97528   0.144116   7.056   0.0495998   2.28445   39.8261   3.09633   137.564   2.25768   1.90485   
3.60364   1.80735   0.744749   5.86718   0.0345032   3.00723   41.0695   4.30161   172.621   4.5863   2.87698   
4.06904   1.39501   0.403511   4.95937   0.0306375   4.9536   41.8793   4.12631   161.673   3.34122   0.0777371   
3.04502   2.1482   0.926653   1.11685   0.20088   2.35597   39.4489   3.05834   146.364   6.46024   1.50257   
3.02598   2.41752   0.792983   1.10352   0.200369   2.61972   41.6361   3.20401   141.982   6.48875   1.49487   
4.10071   1.13054   0.166729   7.08466   0.0494164   2.21164   39.2706   2.99137   136.69   2.41288   1.90694   
6.55345   1.9474   1.32208   2.88109   0.0346035   2.57538   45.5193   4.00011   162.73   1.13834   1.44884   
3.45396   0.927795   0.221832   6.85739   0.0503894   1.93827   39.3598   3.16473   140.323   2.42663   1.89427   
3.82038   1.87301   0.902226   6.07396   0.0311699   2.89863   41.2837   3.93404   160.92   4.543   2.79241   
3.73107   2.04553   0.958334   5.83604   0.0287782   3.05881   40.9826   3.99361   165.193   4.4989   2.54154   
11.0435   0.882513   0.200637   3.00545   0.0509291   2.48458   37.4397   2.77703   140.923   2.50013   0.888783   
5.4324   2.11117   0.763121   3.10821   0.500388   2.42583   63.1292   1.01625   163.633   8.54054   3.84125   
3.73697   1.84359   0.821165   6.00664   0.0281911   2.60897   41.7626   4.09887   172.358   4.47926   2.74073   
3.80959   1.70199   1.01791   6.07693   0.0299962   3.06845   41.1407   4.01992   168.325   4.53819   2.66673   
6.75294   1.97923   1.11493   2.76963   0.0310477   2.36592   48.4922   3.98825   160.814   1.15069   1.26582   
4.03055   1.08988   0.141129   6.97447   0.0508786   1.99215   40.6241   2.93666   143.264   2.44759   1.902   
6.17005   2.09182   1.23442   2.98694   0.0297406   2.48674   53.6309   3.93496   159.323   1.30771   1.65762   
3.05129   2.50149   0.904956   1.08239   0.200328   2.85974   37.775   3.1077   143.556   6.42928   1.50136   
6.4191   1.68841   1.22316   3.05625   0.0294313   2.73787   48.8124   4.11331   160.153   1.25056   1.63611   
11.0542   0.817607   0.179841   3.06996   0.0482223   2.08327   41.351   3.14573   142.27   2.51134   0.898145   
4.02013   1.0764   0.17265   7.03243   0.0511861   1.82873   40.3905   3.22489   144.062   2.48719   1.87898   
5.81732   1.88971   0.690937   3.14295   0.498695   2.85153   64.6442   1.10987   162.498   8.55516   3.85993   
5.16555   2.02663   0.779254   3.03832   0.499192   3.08136   64.7889   1.0984   158.345   8.37713   3.3852   
