3.22197   2.19348   2.34817   1.06802   0.0101435   41.8522   6.53575   238.067   9.55587   
6.66179   2.08238   5.21683   1.24221   0.00303039   50.8175   5.94322   210.297   5.06907   
3.5675   1.76894   5.66942   2.28976   0.00646645   45.651   5.2436   253.315   12.0141   
3.41418   1.80059   5.91016   2.30855   0.00578061   47.4446   8.76692   243.248   11.9314   
2.84547   2.38217   7.46793   0.861686   0.00467187   40.8511   3.19088   190.02   0.908376   
3.67062   0.965659   8.82293   0.133619   0.0033311   40.3137   4.16491   218.173   4.06798   
4.05303   1.09929   8.91896   0.265331   0.00302598   40.1341   2.9941   207.695   3.90646   
4.18758   1.04349   8.82437   0.195209   0.002868   41.5826   0.0505675   200.685   4.06633   
11.3876   0.982236   4.83941   0.238486   0.00312983   38.7542   5.51123   203.197   6.7062   
5.6994   1.94483   7.52662   0.746114   0.00325654   65.4344   6.51054   229.839   7.38472   
7.08957   1.91766   5.42871   1.28601   0.00267853   44.5292   5.5309   223.931   5.19064   
3.63067   1.4621   5.42082   2.13903   0.00597224   47.8481   6.1529   231.823   11.7901   
6.62797   2.21102   6.0595   1.13614   0.0032872   47.4377   5.79279   225.231   5.04454   
4.23402   1.55933   1.49365   0.283547   0.00623006   42.5908   5.44843   232.375   5.38706   
4.0061   1.67521   1.51034   0.351334   0.00559859   41.5137   6.17476   241.438   5.56567   
4.01028   1.79112   1.26251   0.402036   0.00601882   41.8917   6.10059   218.422   5.45483   
5.62171   2.33974   7.37494   0.730407   0.0028739   66.2983   6.53841   231   7.461   
3.00765   1.95879   7.2826   0.76925   0.00498611   41.3219   5.31284   215.263   0.97264   
11.0782   0.918163   5.07944   0.121077   0.00314718   41.2851   3.51892   199.642   7.03811   
3.40101   1.99312   2.1995   0.992082   0.00996336   40.6261   7.56288   220.57   9.46137   
5.74191   2.2598   7.40278   0.632654   0.00296567   64.374   6.96889   224.68   7.5396   
10.9316   0.927018   5.01913   0.219244   0.00306981   39.1978   4.91117   171.72   7.03853   
10.7344   0.92731   4.71648   0.173876   0.00305529   40.7881   5.84674   213.902   7.08137   
3.12375   1.82131   2.53084   1.08663   0.0100744   42.4966   5.1086   234.146   9.49811   
11.2124   0.852991   5.00895   0.186408   0.0030905   40.9795   3.20707   181.879   7.06697   
2.99655   2.22266   7.31358   0.938762   0.0047886   40.4285   6.93977   220.925   0.975913   
4.05009   1.02299   9.03146   0.205017   0.00287441   40.898   2.58858   198.413   3.97219   
3.09284   1.98021   2.65675   0.78747   0.0103829   42.8397   5.74477   240.906   9.50162   
3.54838   1.66357   5.73469   2.24171   0.00634675   45.4806   6.74498   249.116   12.0681   
3.60984   1.9192   2.23366   1.07792   0.00992538   42.108   5.57484   225.973   9.78244   
3.07941   2.07921   7.05333   0.824716   0.00499838   38.3299   5.06899   207.3   1.05076   
2.9987   2.39864   7.59818   0.675206   0.00501573   41.3545   5.82919   206.196   1.21022   
3.23376   2.15206   2.60151   0.892946   0.0100385   41.1482   4.5877   219.629   9.76156   
10.9844   1.10655   5.09365   0.283381   0.00301845   40.6054   3.02677   222.054   6.93703   
4.03141   1.06332   1.13556   0.290755   0.00550877   42.1172   7.10876   228.273   5.48321   
2.95071   2.49528   7.61339   0.878628   0.00475623   41.3413   4.79336   193.099   1.09416   
5.69677   2.04162   7.43324   0.836896   0.00328702   64.7734   3.88119   215.179   7.57201   
3.61193   2.12602   2.5607   0.968698   0.0095962   43.2262   7.48959   233.222   9.46992   
3.38088   1.84814   5.7746   2.18274   0.00577939   45.351   7.30491   236.753   12.0173   
3.43561   1.28178   5.5847   2.37723   0.00574341   46.7904   5.04739   241.798   12.1349   
5.81169   2.04405   7.65762   0.726854   0.00256999   64.7506   7.56439   227.315   7.53901   
3.49145   1.36197   5.46028   2.23267   0.00610147   47.2344   7.81046   230.895   12.0746   
3.24118   1.76009   2.27782   1.02023   0.0099066   43.6148   4.65809   223.781   9.40357   
3.33581   1.42326   5.94116   2.0893   0.0055121   47.4303   7.71076   229.466   11.9097   
3.3002   2.0061   2.54827   1.01808   0.00980323   41.1764   4.92767   222.681   9.69539   
4.00238   1.62758   1.45089   0.496794   0.00584875   43.577   6.0623   234.469   5.54929   
3.10658   2.16695   7.58584   0.776313   0.00489331   39.2396   4.3952   198.339   0.937648   
3.02418   2.41414   7.29381   0.691838   0.00479357   39.2681   4.41471   199.657   0.992637   
3.38098   1.57093   5.01102   2.25626   0.00611896   48.7648   7.93579   235.662   12.1934   
3.00523   2.5335   7.3405   0.733005   0.00486756   39.2226   7.41627   199.353   0.974435   
5.22695   2.10468   7.20968   1.01982   0.0031138   65.9032   6.21777   232.019   7.57928   
6.61468   2.11551   5.49798   1.21746   0.00311517   50.8555   6.73935   222.586   5.25672   
3.02232   2.14055   7.59866   0.963626   0.00522251   41.1897   4.73114   207.135   0.927559   
6.70808   2.01647   5.52324   1.42081   0.00345687   42.229   6.07013   216.862   5.16041   
2.77338   2.33971   7.32761   0.754796   0.00508839   41.6817   5.79293   203.938   0.921352   
2.97055   2.39946   7.21597   0.717496   0.00540478   38.0917   4.72896   195.7   1.06268   
2.87483   2.11461   7.99212   0.704011   0.00497955   40.5691   4.96419   191.673   0.971197   
3.3275   1.50502   5.06543   2.06491   0.0055342   46.4421   6.44054   231.986   11.9508   
6.73342   1.98206   5.74658   1.169   0.00294604   46.507   5.29571   239.815   5.0473   
4.06386   1.49907   1.78802   0.14322   0.00605126   41.9301   6.01118   225.745   5.55288   
3.39746   1.86518   2.76063   0.988172   0.00979259   41.3468   5.74358   231.31   9.35726   
3.8877   1.00192   8.90607   0.303459   0.00304966   37.9351   2.44025   192.479   3.96378   
11.3403   1.15598   4.68442   0.224815   0.00309481   39.7134   4.23757   194.691   6.9395   
11.1401   1.04405   5.11186   0.243031   0.00307255   40.9781   4.13667   205.646   7.007   
3.08534   2.40694   7.88182   0.951863   0.00472869   41.4444   4.76943   205.444   0.969027   
11.171   1.11353   4.92559   0.19909   0.0026564   39.4757   5.99526   189.725   6.88923   
3.38901   2.22648   2.84618   0.965464   0.00999696   41.9388   6.17739   235.808   9.50648   
3.56972   1.68839   4.95263   2.43098   0.00534685   46.5843   5.88685   238.383   12.0445   
10.79   0.957499   5.46092   0.212842   0.00333934   39.5605   5.59435   191.252   6.9853   
3.38681   1.54342   5.42065   2.17107   0.00635883   47.8622   5.88148   241.919   11.9936   
6.26848   1.9117   5.14532   1.19508   0.00407392   50.8109   5.54585   213.572   5.06093   
5.44167   1.68326   7.5177   0.703079   0.00315417   64.7399   6.48117   221.902   7.4777   
4.26697   1.47709   2.08589   0.370816   0.00638337   40.7381   5.63626   224.98   5.60185   
3.64126   2.05239   2.35844   0.944168   0.0101521   42.1747   6.44473   247.167   9.31183   
6.57752   2.20557   5.42481   1.27852   0.00315958   47.3297   5.6296   220.738   4.99601   
3.78475   0.987365   9.28013   0.195354   0.00294956   42.1808   1.11612   181.223   4.00356   
10.6586   1.07671   4.78277   0.0905367   0.00313117   39.9119   5.82107   187.641   7.05168   
10.9593   1.07274   5.33914   0.215312   0.00294237   39.8529   4.60688   191.722   6.90178   
6.47177   1.87062   5.19382   1.23213   0.00350484   46.6289   6.39755   223.893   4.98348   
2.90595   2.55551   6.7634   0.871772   0.0047561   41.0442   5.64728   204.397   0.982033   
3.48951   1.50244   5.56246   2.16421   0.00599842   45.5513   5.03776   241.743   12.1258   
5.17143   2.08445   7.8545   0.694367   0.00335055   64.5371   7.3201   221   7.46609   
4.13785   1.12993   8.80634   0.222337   0.00272267   40.6099   3.62359   176.51   4.03186   
5.39007   1.84881   7.45275   0.722835   0.00273015   64.1021   9.10417   222.314   7.52889   
3.34574   1.06146   9.11709   0.183811   0.00260754   38.8871   0.815928   206.18   3.92759   
3.70504   2.14128   2.12725   1.01192   0.00994052   41.4944   5.74791   226.436   9.5226   
