7.17023   0.742397   0.922013   2.60916   2.95121   142.155   1.13375   1.5165   
5.54993   2.3134   5.24663   2.98702   3.9663   183.231   12.0012   2.00935   
8.14222   0.760792   3.14933   3.14291   1.15192   161.63   7.42874   3.86128   
5.71874   1.22648   2.88745   2.98858   4.1341   159.338   5.05597   1.49297   
5.93816   0.986716   2.94362   2.49311   4.2163   166.473   5.05278   1.7782   
5.38275   2.28913   5.31855   2.95442   3.89246   177.545   12.0322   1.98254   
7.98277   0.752829   1.11353   2.77072   3.03144   136.252   0.970446   1.50033   
1.40486   0.356622   5.13523   4.60934   4.21076   163.547   5.45562   0.298901   
4.64878   0.198775   3.06328   2.34304   3.0292   136.84   7.18917   0.886299   
5.19515   1.22221   2.90878   2.60001   3.9137   161.044   5.09801   1.88651   
5.10996   1.24545   2.77608   2.6976   4.13674   162.163   5.10263   2.10014   
1.94139   0.906724   5.96609   3.02517   4.18873   169.205   9.53177   2.86018   
9.31772   0.18925   7.00714   1.71377   3.14434   142.582   4.05301   1.89511   
1.69736   0.344124   5.16382   4.44472   4.22968   168.172   5.5394   0.594013   
7.5872   0.706979   0.761852   2.58045   3.07101   132.889   1.11812   1.51181   
4.97048   0.237962   2.98449   1.95541   2.83142   139.429   7.13078   0.890605   
5.44872   2.16058   5.1185   3.1781   3.89255   165.395   12.0195   1.80286   
9.00309   0.257215   6.93366   2.04936   3.04019   140.267   3.88194   1.89956   
8.87527   0.253964   6.97101   2.48346   2.97321   136.6   4.16444   1.8941   
5.57625   0.974847   2.84146   2.54996   4.07176   167.115   5.30494   1.89561   
5.85613   2.18608   5.18166   3.09239   3.88988   172.605   12.1555   2.04748   
5.53194   1.08676   2.90725   2.38056   4.00772   162.656   5.11698   1.79043   
4.86053   1.05685   2.97217   2.7557   4.1257   155.579   5.20059   1.69261   
5.03744   0.220282   2.93064   2.18806   3.149   141.393   7.09597   0.883163   
8.73618   0.204629   7.05758   1.91347   3.05066   136.26   4.08047   1.89381   
5.3188   2.31934   5.38844   2.8156   4.21012   174.375   11.8363   1.79528   
5.16707   2.2735   5.26021   3.05935   4.05633   169.375   12.0334   2.16133   
4.87753   0.126424   3.15407   2.2388   3.00169   139.875   7.0259   0.908617   
5.02489   0.261478   3.04567   2.15491   3.10765   149.295   7.07092   0.910103   
9.15452   0.209969   7.01013   2.26141   2.9295   145.21   3.82215   1.89179   
5.56273   2.30059   5.28783   2.66069   3.81908   175.259   12.018   1.88636   
7.31603   0.855479   1.08917   2.56146   3.21813   139.46   0.81107   1.50311   
7.02432   0.834555   1.01963   2.3631   2.98177   149.295   0.838875   1.49449   
5.82114   1.14944   2.84987   2.82021   4.17198   171.335   5.08152   1.72172   
2.34429   1.05558   5.97551   2.86956   4.04939   157.543   9.58031   2.79525   
2.74066   1.01238   5.96473   2.49094   4.06446   160.143   9.52126   2.82106   
5.52025   2.15236   5.21654   2.92047   4.16416   173.909   11.8832   1.64078   
5.22277   1.11668   2.89345   2.76125   4.20347   165.345   5.26192   1.55798   
6.57782   0.834531   1.05756   2.73707   3.17794   139.483   1.17166   1.50588   
5.85841   1.09946   2.89941   2.68519   4.10843   158.499   5.11751   1.4149   
5.68827   2.28144   5.38619   2.77424   3.95563   170.418   12.0472   2.11064   
7.45887   0.768834   3.25474   2.84374   1.09955   165.405   7.72955   3.66865   
1.53108   0.334354   5.39127   4.48775   4.04142   163.5   5.54469   0.584135   
7.09981   0.722502   0.879982   2.28044   2.93972   147.117   1.06405   1.50195   
5.37099   2.23969   5.31105   2.79024   4.04951   169.67   11.9472   2.15025   
9.29666   0.260569   7.0643   2.15156   2.99937   133.133   4.1991   1.91052   
5.1241   0.253223   2.95258   1.99336   2.84896   138.888   7.00688   0.887683   
7.4094   0.517404   0.88394   2.74108   2.72253   139.915   1.01285   1.50505   
1.41038   0.215301   5.09775   4.84851   4.04515   163.55   5.58938   0.386741   
5.10303   0.221074   3.04579   2.09401   3.13099   145.057   7.11443   0.906915   
7.74167   0.822649   3.14336   3.13151   1.12867   164.871   7.42411   4.01738   
5.45921   1.11155   2.91208   2.61462   4.03362   159.234   5.05855   1.42807   
9.42936   0.160536   6.94729   2.39951   2.81027   140.467   3.92312   1.92159   
9.31163   0.119156   6.88592   1.8013   2.92071   139.564   3.97744   1.90689   
2.76347   0.910867   5.97285   2.31819   4.05369   165.794   9.34076   2.63762   
9.00751   0.139858   6.98029   2.14852   3.1382   145.316   4.17274   1.92128   
9.14229   0.171864   6.9023   2.14629   3.08807   134.302   4.04877   1.89633   
8.99979   0.260447   6.92746   1.96428   3.2016   130.987   4.05713   1.89918   
5.08878   0.279594   3.02009   2.07946   3.01209   139.441   7.00575   0.891932   
1.12183   0.346838   5.32068   4.84128   4.34001   167.089   5.57551   0.492877   
7.49476   0.793068   3.03218   2.77662   1.03117   170.75   7.40745   3.73263   
1.45931   0.219616   5.33095   4.99056   4.15253   171.132   5.38885   0.522778   
4.94585   0.1621   2.8933   2.31846   2.98159   135.756   7.09167   0.898794   
7.4598   0.550993   1.05159   2.74453   2.91317   133.046   1.12648   1.49564   
7.62283   0.627715   1.16635   2.72688   2.93477   142.124   1.02624   1.48743   
5.97479   2.40897   5.25918   3.01829   3.87251   171.235   11.9525   1.66393   
7.08205   0.821748   0.948943   2.72868   3.03644   146.03   0.845699   1.50104   
6.83265   0.833709   3.19522   3.12806   1.28962   153.864   7.48984   3.72192   
5.23897   0.170444   3.18542   1.89252   2.88215   140.976   6.97376   0.887441   
7.53575   0.934615   1.12473   2.84975   3.03356   137.815   0.885874   1.51357   
4.46357   0.187348   2.98798   2.04388   3.00606   142.53   7.18296   0.903567   
5.7015   2.13791   5.25732   3.0451   4.04044   169.888   12.06   1.96118   
5.5491   2.23081   5.28114   2.92958   3.89445   166.051   12.0839   2.28309   
5.78719   1.18552   2.93319   2.75331   3.91396   166.199   5.10985   1.88715   
7.51775   0.675903   1.02903   2.70987   3.05253   141.346   1.00477   1.49234   
3.14808   0.977714   6.05267   2.51061   4.27266   161.303   9.60041   2.82186   
5.32082   1.29395   2.77954   2.75392   4.30777   162.309   5.02521   1.74942   
5.70916   2.19951   5.27484   2.86098   4.14101   163.766   11.9108   1.54636   
8.02725   0.74476   1.12287   2.61233   3.00455   143.261   1.02486   1.48934   
8.8474   0.178114   7.15158   2.11842   2.87931   144.977   4.1103   1.90378   
5.34811   0.961382   2.88582   2.8272   4.0295   159.433   4.99864   1.95269   
7.4424   0.630574   3.31503   2.92511   1.36614   168.187   7.41882   4.21929   
9.00131   0.227615   7.0593   2.27156   2.89874   144.855   4.10395   1.91076   
7.71396   0.836408   0.990423   2.7698   2.9387   135.013   0.90444   1.50461   
7.83649   0.922483   0.997086   2.64341   3.05254   147.45   1.15409   1.50824   
7.88816   0.893876   3.33125   3.30396   0.898739   167.549   7.49565   4.07186   
5.40957   2.3687   5.3997   3.08885   3.94284   171.244   11.9998   1.96624   
7.69827   0.718281   3.1935   2.88435   1.03446   163.215   7.50477   3.77667   
7.70525   0.809521   0.987739   2.80878   2.94397   140.48   0.870339   1.49577   
5.4277   1.22331   2.70665   2.54537   4.11888   159.498   5.03443   1.36866   
5.62177   1.37705   2.93993   2.39797   4.10393   155.894   5.0405   1.67299   
1.47998   0.368636   5.45838   4.69093   4.16283   164.957   5.41129   0.473226   
4.86616   0.240947   3.0626   2.00313   3.14   142.189   7.07186   0.893668   
1.98747   0.241495   4.93655   4.89003   4.15273   162.526   5.33783   0.61035   
5.36687   2.01722   5.38376   3.06598   4.01927   167.859   11.9534   1.91717   
7.45846   0.791156   3.11881   2.95954   0.993013   170.685   7.75582   3.73298   
2.62155   0.945761   6.02569   2.79588   4.14947   162.759   9.64405   2.86643   
5.44806   2.1549   5.37307   2.29254   4.10178   164.548   11.9155   1.71873   
1.75418   0.339345   5.47057   4.77791   4.09663   166.369   5.40845   0.576609   
5.20042   0.155796   2.77224   1.8628   3.05491   142.263   7.15555   0.895749   
5.59096   2.22169   5.4424   2.85946   4.07321   178.92   12.0263   1.63614   
4.84579   0.267208   2.7981   1.98409   2.97066   143.911   6.81863   0.894578   
2.27312   1.03625   6.02877   2.73266   4.11715   161.865   9.46006   2.67385   
7.79307   0.558329   0.940102   2.89104   3.10809   141.999   1.02511   1.50337   
7.48622   0.920241   3.14353   2.93455   1.10911   163.302   7.44238   3.85243   
8.91863   0.277026   7.08741   1.9802   2.99341   133.955   3.80687   1.92432   
5.90012   2.12693   5.25326   2.90427   4.05748   167.974   12.0013   1.90098   
1.31849   0.310607   5.25383   4.91039   4.18248   161.298   5.49504   0.565178   
2.39175   1.04025   5.84599   2.95048   4.19957   163.576   9.43288   2.87956   
4.90175   0.169252   3.0091   2.08337   2.8832   145.152   6.9022   0.918586   
7.14537   0.770974   1.11892   2.95719   2.9225   145.396   1.11672   1.49663   
1.68507   0.379596   5.27187   4.65171   4.08915   165.643   5.21011   0.57374   
