2.47638   4.89475   3.44465   0.0123187   0.0303563   2.74789   46.9773   4.12417   7.03712   152.813   5.12936   1.80459   
1.11113   6.06412   2.53415   0.0236168   0.0306512   2.91388   42.1346   4.03749   3.36806   157.263   4.51075   1.331   
2.39375   6.14677   3.27089   0.123395   0.0500684   2.6207   40.5058   3.03402   4.89927   137.005   3.97902   0.913914   
1.64041   5.38047   3.57743   0.0990425   0.0311448   2.58328   50.942   4.15593   5.28169   164.544   4.94365   1.78058   
1.90066   5.49871   3.26288   0.227708   0.0505299   3.20641   42.8235   4.09644   6.04171   164.63   4.46175   0.626822   
0.996475   4.9684   3.10883   0.210438   0.0498551   1.85377   42.0609   2.97818   4.16642   136.606   3.89882   0.904488   
0.861859   4.93722   2.90113   0.251815   0.0493677   2.12995   40.326   3.0343   3.82067   147.987   3.9338   0.898972   
2.00519   4.643   2.48106   0.144269   0.0289996   4.32535   43.2211   4.1075   8.00764   157.358   4.41077   0.714551   
2.49443   5.6051   3.34431   0.174786   0.0494864   2.87154   39.9465   3.09175   3.78967   148.023   4.21587   0.906072   
2.13316   5.18658   3.30015   0.175689   0.0502223   2.89425   43.9941   4.08833   5.40249   161.848   4.54609   0.802676   
1.66101   4.41894   2.45273   0.250367   0.0323889   4.37408   41.3935   4.02786   5.41135   163.926   4.43711   0.956444   
1.73264   4.59004   2.50209   0.137508   0.0315511   4.53034   42.797   3.91732   6.95879   169.171   4.4866   0.519332   
1.10954   5.08376   2.90556   0.219877   0.0500335   2.12453   40.2286   2.93855   5.89408   147.545   3.91475   0.901796   
2.07475   5.44018   3.29248   0.116448   0.0482765   2.80742   42.643   4.20739   6.04312   161.902   4.59744   0.728008   
2.29625   5.64776   3.25376   0.293101   0.0326783   2.75899   47.7077   4.10308   7.1836   162.031   4.97968   1.35279   
1.06347   4.60191   3.01889   0.230953   0.0526834   2.06678   41.8745   2.99259   7.14955   146.702   3.96085   0.896241   
2.05708   5.94307   3.36163   0.22002   0.0307844   2.08354   50.3077   3.91878   5.50919   171.108   5.12464   1.7663   
0.998201   4.56635   2.4304   0.295703   0.0286413   2.58771   43.9031   4.13284   4.91198   173.601   4.47561   0.440068   
2.2464   5.51759   3.31334   0.18126   0.0302625   2.62222   41.958   4.02415   5.86254   159.569   5.05145   1.45104   
1.00285   4.81953   3.14793   0.281108   0.0485912   1.78262   41.5379   3.01158   5.00012   142.319   3.99278   0.885438   
1.48447   3.93982   3.3743   0.183516   0.069651   2.83914   48.8521   3.87552   4.43404   171.679   5.05892   1.71855   
1.6271   5.8488   3.30098   0.231576   0.0308927   2.62473   46.3761   4.22907   4.79468   165.614   5.1228   1.43328   
2.39331   5.13634   3.40118   0.214772   0.0502107   2.35246   40.007   3.10166   4.4105   146.004   3.97399   0.883199   
1.37829   5.14558   2.31527   0.199103   0.0294921   2.73843   42.2972   4.17373   5.6143   169.09   4.506   0.886606   
1.58831   3.86478   2.44037   0.184602   0.0326522   4.67443   42.0341   4.04944   5.05421   168.134   4.59639   0.357902   
1.25711   4.10444   3.38998   0.240038   0.0711854   2.89228   45.3281   3.65216   6.58   171.936   5.05963   2.30243   
0.599464   5.46295   2.49042   0.165903   0.0280995   2.64494   42.0928   3.85399   6.89226   161.581   4.50671   0.90423   
2.12482   5.30093   3.43503   0.318654   0.0330604   2.77041   41.5846   4.19417   5.40524   168.304   5.15836   1.64344   
1.50395   4.79313   3.39385   0.226911   0.0710326   2.67483   47.379   4.07224   6.36881   168.907   4.97296   2.08933   
0.715163   5.62099   2.28739   0.0538833   0.0309777   2.76682   43.9154   4.19859   6.09971   168.634   4.59298   0.847676   
2.20714   4.86001   3.52361   0.174056   0.0270463   2.42794   43.4091   4.0596   5.29708   158.231   5.16701   1.61838   
0.844315   5.05725   2.4106   0.123052   0.02639   2.78057   41.0033   4.24647   6.66066   165.252   4.58667   0.441553   
2.47423   5.70014   3.43621   0.142985   0.0504984   3.23393   42.0354   4.20142   3.82056   166.809   4.34981   0.712836   
1.52206   4.19069   3.50715   0.132981   0.0703112   2.65177   48.1237   4.04649   6.21814   162.539   5.04238   2.18654   
2.24449   5.31681   3.26045   0.326545   0.0273713   2.51712   50.8609   4.01933   5.78813   164.938   5.07397   1.55049   
1.04583   5.19196   2.37796   0.329218   0.0303073   2.85688   40.8472   4.07991   7.69393   158.549   4.45851   0.631179   
1.99463   5.82247   3.4184   0.0858296   0.0280331   2.63296   47.696   4.12028   6.14108   159.29   4.99532   1.62597   
1.02906   5.30736   3.14332   0.153483   0.0489281   2.41893   40.1894   2.97737   5.87741   141.684   4.0654   0.908003   
1.45961   4.57134   2.39979   0.15628   0.0284183   4.86419   42.845   3.99985   5.31086   165.054   4.67991   0.667331   
0.888557   5.08297   2.96383   0.184802   0.048467   1.60989   39.9502   3.01778   4.24179   132.288   3.96955   0.892174   
1.2642   5.47895   2.92962   0.241835   0.049925   1.98252   37.2068   3.01055   5.56725   149.786   4.14706   0.903346   
2.60671   5.84119   3.43395   0.106177   0.0305579   2.88393   46.9713   4.13514   6.71433   163.096   5.0243   1.89814   
1.04276   4.92224   2.93033   0.188188   0.0497931   2.19882   40.7756   3.01202   4.85836   149.598   3.96656   0.90627   
1.1268   4.76656   3.00092   0.155496   0.0508153   1.8143   40.6906   3.0126   3.74495   138.043   3.95185   0.893814   
1.63873   4.89148   3.33983   0.418831   0.0703599   2.60267   45.2654   4.03929   3.63957   169.358   4.76754   1.77013   
0.833388   5.51759   2.4235   0.179096   0.0294306   2.76315   43.2772   4.20193   4.70704   163.346   4.42879   0.413197   
1.19425   4.92542   2.86601   0.211503   0.0504285   2.17653   40.5888   3.04505   5.9536   136.417   4.1257   0.917536   
1.39447   3.79869   2.3556   0.244848   0.0262995   4.5703   41.7309   4.13855   5.7597   169.589   4.64673   0.795455   
1.07235   4.90664   2.8846   0.12747   0.0488564   1.88966   42.2247   3.07121   3.12342   137.499   4.18549   0.892289   
1.47655   4.47949   2.53767   0.17706   0.0272052   4.76041   42.2809   4.17624   5.42651   164.896   4.50172   0.931375   
1.50769   5.00857   3.38525   0.260727   0.0713926   3.02409   44.7735   3.90322   5.38708   171.606   4.99252   2.20198   
1.75337   5.38207   3.52702   0.114325   0.0489622   3.42505   41.1765   4.1524   5.3715   162.332   4.51448   0.960225   
1.52044   4.91531   3.36146   -0.068396   0.0678056   3.23192   46.786   4.1195   7.5369   171.53   5.31391   1.86496   
1.63359   4.96717   2.37989   0.165188   0.0324641   4.76454   42.5786   3.99036   5.84848   158.732   4.43831   0.437207   
1.78811   5.46682   3.47296   0.198089   0.025371   2.65769   50.8632   4.05822   5.43272   169.3   5.01521   1.82696   
1.60722   4.3637   2.46848   0.0498587   0.0269848   4.59427   41.8228   4.06956   4.52135   156.602   4.52007   0.446643   
1.52534   4.51944   2.32098   0.348848   0.0293622   4.86379   40.5338   4.15779   5.39372   158.785   4.51151   0.654076   
0.988243   4.98409   3.11097   0.185188   0.0500609   2.02511   40.792   2.81903   5.19656   143.877   3.94369   0.911173   
2.5497   5.53901   3.44489   0.179323   0.0502103   2.74618   39.6044   3.11412   5.88575   134.48   3.77845   0.911314   
0.892951   5.89443   2.47893   0.219007   0.0256427   2.79496   43.5244   4.13542   5.0508   167.97   4.46476   0.759936   
1.13102   5.44955   2.28802   0.0562126   0.0340601   2.84184   41.4936   4.13929   5.09506   167.683   4.4255   0.862325   
1.06934   4.97918   2.92126   0.226836   0.0497285   2.18821   39.0555   3.1726   4.69156   129.99   4.07536   0.904366   
2.29526   5.67774   3.48677   0.172663   0.0500542   2.69879   40.0285   2.99927   4.73062   126.934   4.10182   0.8844   
1.98655   5.66269   3.57604   0.266042   0.0498004   3.08609   43.0548   4.27094   6.74704   167.617   4.41982   0.483354   
1.50628   5.321   3.62897   0.164337   0.0279324   2.83116   45.5751   4.15989   7.35598   171.87   5.062   1.74684   
1.00524   5.61704   2.44054   0.116373   0.0306483   2.99469   41.8789   4.04901   7.33822   162.477   4.4934   0.93268   
1.1617   4.83214   2.81562   0.163303   0.051109   2.10847   38.7649   2.93839   4.58767   144.232   3.80973   0.914648   
0.915143   5.05527   3.05256   0.203744   0.0507429   1.98309   39.1799   2.91719   5.63874   131.442   3.84634   0.893066   
1.21945   4.41543   2.43935   0.214991   0.0327224   4.82162   41.9084   4.13574   5.61863   173.705   4.47231   0.720161   
2.14972   4.82514   3.36472   0.334436   0.0311197   2.59311   42.6027   4.11475   7.35495   169.998   4.98384   2.12276   
1.70801   5.63608   3.399   0.27221   0.0506226   2.59714   40.5973   3.89019   6.22135   170.939   4.47827   0.902376   
1.98434   5.54217   3.44175   0.209327   0.0473525   2.64905   39.7116   2.91595   3.60252   142.646   3.97587   0.896345   
2.02408   5.74636   3.32461   0.436687   0.0495563   3.2104   40.976   4.21322   5.15217   158.356   4.46201   0.631279   
1.99023   5.47529   3.19118   0.395083   0.0503314   3.05443   44.087   4.15813   5.22459   162.052   4.35432   0.638701   
1.65345   4.44561   2.28031   0.0815793   0.0310769   4.93401   42.9461   3.87997   6.12255   159.738   4.44933   0.828885   
0.80357   4.89082   3.06778   0.196772   0.0504065   2.19422   41.5686   3.0003   6.22949   139.479   4.00566   0.890574   
1.05686   4.94679   3.08017   0.252742   0.0490546   1.91771   39.4277   3.06482   4.7597   138.116   3.95733   0.894503   
2.1462   5.45607   3.59669   0.168858   0.0505999   2.25993   39.6886   3.08333   5.61146   132.101   3.92208   0.90504   
